AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
16031,False,Sequoia National Forest,,2017,False,/incidents/2017/6/24/schaeffer-fire/,,,Tulare,54,,,,2018-01-09T11:01:00Z,,False,True,,,,0.0,Within the 2002 McNally wildfire burn area (17 miles north of Kernville),0.0,False,Schaeffer Fire,100,,True,"The Schaeffer Fire started on June 24, 2017 Within the 2002 McNally wildfire burn area, 17 miles north of Kernville (Tulare County) and burned 16,031 acres.","Schaeffer Fire, Sequoia National Forest, Tulare County, north of Kernville, June 2017",2017-06-24T16:16:00Z,Finalized,,,,,0624b038-7a97-4294-a7b5-074e3dfa4fb7,2018-01-09T11:01:00Z,
15619,False,Angeles National Forest,,2017,False,/incidents/2017/12/5/creek-fire/,,,Los Angeles,19,,,,2018-08-06T10:52:00Z,,False,True,,,,34.31283,"Kagel Canyon Rd, north of Lake View terrace ",-118.35863,True,Creek Fire,100,,True,"The Creek Fire started on December 5, 2017 off Kagel Canyon Road, north of Lake View Terrace in Los Angeles County.","Creek Fire, December 5, 2017, Los Angeles County, Angeles National Forest, LA City Fire",2017-12-05T03:44:00Z,Finalized,26,37,,,a245b55b-3eb7-49dd-9a5e-909d53854055,2018-08-06T10:52:00Z,
13417,False,Shasta Trinity National Forest,,2017,False,/incidents/2017/9/12/buck-fire/,,,Trinity,53,,,,2018-01-09T13:21:00Z,,False,True,,,,40.2275,"Black Rock Mountain, North Portion of Yolla BollyWilderness",-123.03583,False,Buck Fire,100,,True,"The Buck Fire started on September 12, 2017 on Black Rock Mountain, north portion of Yolla BollyWilderness, Trinity County","Buck Fire, Black Rock Mountain, north portion of Yolla BollyWilderness, September 2017, Trinity County, Shasta-Trinity National Forest",2017-09-12T17:42:00Z,Finalized,,,,,7cc06465-bf2a-4df2-a68d-5f330e1cea42,2018-01-09T13:21:00Z,
12407,False,USFS - Sierra National Forest,,2017,False,/incidents/2017/8/29/railroad-fire/,,,Madera,20,,,,2018-01-09T12:46:00Z,,False,True,,,,37.44663,"Highway 41, south of Fish Camp",-119.64622,False,Railroad Fire,100,,True,"The Railroad fire started on August 29, 2017 off Highway 41, south of Fish Camp in the Sierra National Forest, Madera County and burned 12,407 acres.","Railroad Fire, Madera County, Sierra National Forest, August 29, 2017",2017-08-29T12:19:00Z,Finalized,,,,,9989e07d-5125-472d-9601-0d7158b13073,2018-01-09T12:46:00Z,
10343,False,CAL FIRE/Fresno County Fire,,2017,True,/incidents/2017/5/18/elm-fire/,"Crews continue to reinforce and hold containment lines. Suppression repair has begun. Crews continue to mop up and focus on interior islands of the fire. The demobilization process has started and will continue through tomorrow. For more information visit: <a href=""http://www.fire.ca.gov"" target=""_blank"">link</a> and <a href=""http://www.readyforwildfire.org"" target=""_blank"">link</a>",All Road Closures are cancelled,Fresno,10,14,,35,2018-01-09T10:04:00Z,,False,True,,2,,36.12089,"off of Hwy 198 & Fire Stone, south of Coalinga",-120.37116,True,Elm Fire,100,432,True,"The Elm Fire started on May 18, 2017 off of Hwy 198 & Alcalde Rd, south of Coalinga in Fresno County and burned 10,343 acres. ","off of Hwy 198 & Alcalde Rd, south of Coalinga, Fresno County, Elm Fire, May 2017",2017-05-18T13:11:00Z,Finalized,,,,,65062933-27cf-48d7-8e4c-9a7ac78e65ff,2018-01-09T10:04:00Z,
9989,False,CAL FIRE Nevada-Yuba-Placer Unit,,2017,True,/incidents/2017/10/8/cascade-fire-wind-complex/,"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire.  
 
<p>Anyone needing information for recovery please contact your county OES office.
<br>Butte County (530) 538-7373

<br>Yuba County (530) 749-7520
<br>Nevada County (530) 265-1515
<br>Butte County residents can call the Fire Assistance Center (530) 538-7473 starting
Monday, October 16th.
<p>CAL FIRE Incident Management Team 2 has transitioned the fires within the Wind Complex back to the local CAL FIRE Unit.


<p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.

<p><a href="" http://yuba.org/cascadefire/"" target=""_blank"">Yuba County Fire Information</a> 
",,Yuba,58,,,,2018-02-09T09:39:00Z,4,False,True,,,,39.32198,"Cascade Way and Marysville Rd, north of Collins Lake ",-121.4021,True,Cascade Fire (Wind Complex),100,,True,"The Cascade Fire started on October 08, 2017 off Cascade Way and Marysville Rd, north of Collins Lake in Yuba County. This fire is a part of the Wind Complex and 2017 October Fire Siege.","Marysville Road, Collins Lake, Cascade way, Cascade fire, October 2017, Yuba County",2017-10-08T23:03:00Z,Finalized,10,264,,,608ed849-d1ec-4b0d-a477-d1b8e9c7e6dd,2019-10-25T08:43:59.497Z,
9217,False,"Unified Command: CAL FIRE, Orange County, Anaheim City and Orange City",,2017,True,/incidents/2017/10/9/canyon-2-fire/,"Minimal fire behavior was observed throughout the day. A Red Flag Warning was issued in the burn area but there was no significant fire activity. Firefighters continue to build and improve containment lines and made great progress throughout the weekend.
<p>All residential areas have been re-populated. The public is reminded to remain vigilant and monitor changes in weather and fire conditions. Please drive slowly as emergency crews and equipment are working throughout the fire area.","All Evacuation Orders have been lifted for the impacted fire areas as of October 11, 2017 at 5:00 p.m",Orange,30,13,8,51,2018-04-05T10:47:00Z,,False,True,,1,4,33.87041,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",-117.70975,True,Canyon 2 Fire,100,677,True,"The Canyon 2 Fire started on October 9, 2017 off East Santa Ana Canyon Rd, west of Gypsum Canyon (Orange County) and burned 9,217 acres. ","Canyon, 2, Fire, October, 2017, Orange, County, East, Santa, Ana, Canyon, Road, Gypsum, Canyon",2017-10-09T09:51:00Z,Finalized,55,25,,,969c721c-5f27-41d4-9a94-ffa12e351204,2018-04-05T10:47:00Z,1
8925,False,Bureau of Land Management - Owens Valley District ,,2017,False,/incidents/2017/8/29/slinkard-fire/,,,Mono,26,,,,2018-01-09T12:47:00Z,,False,True,,,,38.655,"West of Hwy 395, north of Hwy 89, south of Topaz",-119.55425,False,Slinkard Fire,100,,True,"The Slinkard Fire started August 29, 2017 West of Hwy 395, north of Hwy 89, south of Topaz (Mono County) and burned 8,925 acres.","CAL FIRE is assisting Owens Valley District BLM with a wildfire West of Hwy 395, north of Hwy 89, south of Topaz (Mono County)",2017-08-29T15:15:00Z,Finalized,,,,,71ea2924-bc37-44f4-b454-47eff22e426c,2018-01-09T12:47:00Z,
8417,False,CAL FIRE Butte Unit,,2017,True,/incidents/2017/10/8/cherokee-fire/,"The BTU Call Center is open: (530) 538-7826. 

<p>South, West & East flanks of the fire are holding, making progress on the North Flank.",Cherokee Road is now open. ,Butte,4,,,,2018-02-09T09:48:00Z,,False,True,,,,39.62496,"off Cherokee Road and Zonalea Lane, Oroville ",-121.52966,True,Cherokee Fire,100,97,True,"The Cherokee Fire started on October 8, 2017 off of Cherokee Road and Zonalea Lane, Oroville in Butte County.","Cherokee Road, Oroville, October 2017, Butte County, Cherokee Fire",2017-10-08T21:45:00Z,Finalized,1,6,,,adf929a5-d508-4f69-8845-8fa1df8d4f95,2018-02-09T09:48:00Z,
8094,False,Yosemite National Forest,,2017,False,/incidents/2017/8/1/empire-fire/,,,Mariposa,22,,,,2018-01-09T12:16:00Z,,False,True,,,,37.644,1 Mile South of Bridalveil Campground in Yosemite,-119.618,False,Empire Fire,100,,True,"The Empire fire started on August 1, 2017 a Mile South of Bridalveil Campground in Yosemite's Wilderness, Mariposa County and burned 8,094 acres. It was contained on November 27,2017.","Empire Fire, August 2017, 1 Mile South of Bridalveil Campground in Yosemite's Wilderness, Mariposa County",2017-08-01T08:45:00Z,Finalized,,,,,2995e2b3-f18d-44ec-952f-9f148b8354d9,2018-01-09T12:16:00Z,
7697,False,Modoc National Forest,,2017,False,/incidents/2017/8/3/parker-2-fire/,,,Modoc,25,,,,2018-01-09T12:18:00Z,,False,True,,,,41.466,southwest of Cedarville,-120.321,False,Parker 2 Fire,100,,True,"The Parker 2 fire started on August 3, 2017 in the Modoc National Forest and burned 7,697 acres.","Parker 2 Fire, Modoc National Forest, August 3, 2017, Modoc County",2017-08-03T14:00:00Z,Finalized,,,,,3e005fd9-11a4-4145-a71f-8a4cf9a1341a,2018-01-09T12:18:00Z,
7194,False,"LA City, Burbank Fire Department",,2017,False,/incidents/2017/9/1/la-tuna-fire/,,,Los Angeles,19,,,,2018-01-09T12:49:00Z,,False,True,,,,34.22957,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",-118.2674,False,La Tuna Fire ,100,,True,"The La Tuna Fire started September 1 2017 off  LOWELL AVE and I-210, VERDUGO HILLS, LOS ANGELES CITY (Los Angeles County) and burned 7,194 acres.","La Tuna Fire, September 1 2017, Los Angeles County,LOWELL AVE and I-210, VERDUGO HILLS, LOS ANGELES CITY",2017-09-01T13:26:00Z,Finalized,,,,,c2bf9820-7e90-43c4-bd3d-1b26ef7ada51,2018-01-09T12:49:00Z,
7000,False,Yosemite National Park ,,2017,False,/incidents/2017/8/14/south-fork-fire/,,,Mariposa,22,,,,2018-01-09T12:39:00Z,,False,True,,,,37.538,"off Wawona Rd, east of Wawona",-119.598,False,South Fork Fire,100,,True,"South Fork Fire, Yosemite National Park, August 14, 2017, Mariposa County and burned 7,000 acres. It was contained on November 27, 2017. ","South Fork Fire, Yosemite National Park, August 14, 2017, Mariposa County.",2017-08-14T14:28:00Z,Finalized,,,,,b02ec4f1-ac5c-4b22-b7fa-5834af16d807,2018-01-09T12:39:00Z,
6309,False,CAL FIRE/Riverside County Fire,,2017,True,/incidents/2017/6/26/manzanita-fire/,,,Riverside,33,,,,2018-01-09T11:08:00Z,,False,True,,,,33.530045,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",-116.594422,False,Manzanita Fire,100,,True,"The Manzanita Fire started on June 26, 2017 off Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont and burned 6,309 acres.","Hwy 79 North, Lambs Canyon, Riverside County, June 2017, Dump Road, Beaumont",2017-06-26T15:10:00Z,Finalized,,,,,ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64,2018-01-09T11:08:00Z,
6151,False,CAL FIRE/Butte County Fire,,2017,True,/incidents/2017/10/9/laporte-fire-wind-complex/,"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire. 

p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.",,Butte,4,,,,2018-02-09T09:50:00Z,,False,True,,,,39.39455,"La Porte Rd and Oro Bangor Hwy, Bangor",-121.40613,True,LaPorte Fire (Wind Complex),100,,True,"The La Porte fire started on October 9, 2017 off La Prote Road and Oro Bangor Hwy, Bangor in Butte County. ","Bangor, La Porte Rd, October 2017, Butte County, Wind Complex",2017-10-09T00:57:00Z,Finalized,2,74,,,4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5,2018-02-09T09:50:00Z,
6049,False,"Unified Command: CAL FIRE, Los Angeles County Fire, Ventura County Fire, Los Angeles County Sheriff's Office, and Ventura County Sheriff's Office",,2017,True,/incidents/2017/12/5/rye-fire/,"<a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/2017_201811118_RyeFireWERT.pdf"" target=""_blank"">RYE FIRE Watershed Emergency Response Team Final Report </a> 
<br><br>
Today firefighters continued to establish containment lines. Mop up will continue this
evening to ensure that the fire will remain within control lines. The Los Angeles County Fire
Department and The Los Angeles County Sheriff Department will remain in Unified Command
until fire containment is at 100%.


<p>12/12/17 PM - See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1924_3201.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.",None,Los Angeles,19,18,,55,2018-01-18T09:58:00Z,,False,True,,2,,34.45283,"along Rye Canyon Loop, west Valencia",-118.58188,True,Rye Fire,100,652,True,"The Rye fire started on December 5, 2017 off Rye Canyon Loop, west of Valencia in Los Angeles County and burned 6,049 acres. It was contained on December 12, 2017.","Rye Fire, Los Angeles County, Valencia, December 5, 2017",2017-12-05T11:31:00Z,Finalized,3,6,,,1e11fa40-e850-45d2-b65e-05aadc9f02f1,2018-01-18T09:58:00Z,6
6042,False,Bureau of Land Mangement ,,2017,False,/incidents/2017/8/29/mud-fire/,,,Lassen,18,,,,2018-01-09T12:47:00Z,,False,True,,,,40.43962,"Little Mud Flat, 18 miles northeast of Susanville ",-120.22215,False,Mud Fire,100,,True,"The Mud Fire started on August 29, 2017 at Little Mud Flat, 18 miles northeast of Susanville (Lassen County) and burned 6,042 acres.","Little Mud Flat, Susanville, Lassen County ",2017-08-29T14:36:00Z,Finalized,,,,,b77ff66d-d8ee-49c9-bd0f-92a4350a095a,2018-01-09T12:47:00Z,
6033,False,CAL FIRE Butte County Fire,,2017,True,/incidents/2017/7/7/wall-fire/,"Firefighters continue to hold and improve fire lines and mop up hot spots. All evacuation orders, warnings, and road closures have been lifted. Butte County has opened a Local Assistance Center at the Oroville Municipal Auditorium, 1200 Myers Street, for residents whose homes were damaged by the Wall Fire.

<p>For tips on returning home after a fire visit: visit www.buttecounty.net/pathtorecovery",All road closures have been lifted.,Butte,4,4,4,10,2018-01-09T11:47:00Z,,False,True,,,0,39.45352,"Chinese Wall Rd, north of Bangor",-121.41222,True,Wall Fire,100,148,True,"The Wall Fire started burning on July 7, 2017 Chinese Wall Rd, 5 miles north of Bangor (Butte County) and burned 6,033 acres.","Wall Fire, July 2017, Chinese Wall Rd, Bangor, Butte county, ",2017-07-07T14:52:00Z,Finalized,60,41,,0,8816f0da-0818-499a-9ff6-ba4fd56ca7c8,2018-01-09T11:47:00Z,2
5738,False,CAL FIRE Fresno Kings Unit,,2017,True,/incidents/2017/4/20/jayne-fire/,,,Fresno,10,,,,2018-01-09T09:51:00Z,,False,True,,,,36.07228,Off of Hwy 33 and Lost Hills south of Coalinga,-120.26561,True,Jayne Fire,100,,True,"Jayne Fire started on April 20, 2017 off of Highway 33 and Lost Hills, Fresno County and burned 5,738 acres.","Jayne Fire off of Highway 33 and Lost Hills, Fresno County, April 2017",2017-04-20T15:40:00Z,Finalized,,,,,0cacf259-1ba3-4e8c-a938-feaab2655c4b,2018-01-09T09:51:00Z,
5247,False,Stanislaus National Forest,,2017,False,/incidents/2017/7/31/summit-complex/,,,Stanislaus,50,,,,2018-01-09T12:15:00Z,,False,True,,,,38.329,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,-119.782,False,Summit Complex,100,,True,"The Summit fire started on July 31, 2017. The Summit Complex consists of 4 fires burning on the Summit Ranger District of the Stanislaus National Forest (Stanislaus County).","Summit Complex, Stanislaus County, July 2017, Stanislaus National Forest.",2017-07-31T13:44:00Z,Finalized,,,,,68328f20-5aed-404d-8c29-81b4b69e8439,2019-07-01T13:07:49.237Z,
4736,False,Six Rivers National Forest,,2017,False,/incidents/2017/8/7/ruth-complex/,,,Trinity,53,,,,2018-01-09T12:27:00Z,,False,True,,,,40.17598,"Dutchman Rd, east of Zenia",-123.36882,False,Ruth Complex,100,,True,"The Dutchman Fire started on August 7, 2017, on Dutchman Road, 7 miles east of Zenia (Trinity County). The fire name has changed from the Dutchman Fire to the Ruth Complex and burned 4,736 acres. ","Dutchman Fire, Trinity County, Vegetation Fire, Dutchman Road, August 2017, Ruth Complex",2017-08-07T22:30:00Z,Finalized,,,,,9eb07177-e62a-4f5a-adeb-e95508e31959,2018-01-09T12:27:00Z,
4310,False,U.S. Forest Service - Plumas National Forest,,2017,False,/incidents/2017/7/29/minerva-fire/,,,Plumas,32,,,,2018-01-09T12:08:00Z,,False,True,,,,39.9034,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",-120.9761,False,Minerva Fire,100,,True,"The  Minerva Fire started on July 29, 2017 off Forest Road 24N26, 3 miles southwest of Quincy Plumas County and burned 4,310 acres.","July 29, 2017, Minerva Fire, Forest Road 24N26, Quincy, Plumas County,",2017-07-29T18:55:00Z,Finalized,,,,,a95302d3-8574-4900-9d2a-daa33c55b70e,2018-01-09T12:08:00Z,
4100,False,CAL FIRE San Diego Unit,,2017,True,/incidents/2017/12/7/lilac-fire/,"<p>12/13/17 PM - See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1928_3229.pdf"" target=""_blank"">Incident Update</a>  for more information on this fire. ",All roads reopened.,San Diego,37,,,,2018-01-09T13:47:00Z,,False,True,,,,33.3237,"Old Hwy 395 at Dulin Road, Bonsall",-117.163,True,Lilac Fire,100,,True,"The Lilac Fire started on December 7, 2017 at Old Hwy 395 at Dulin Road, Bonsall in San Diego County and burned 4,100 acres. It was contained on December 16, 2017. ","Lilac Fire, San Diego County, December 7, 2017,  Hwy 395, Lilac Rd,",2017-12-07T11:15:00Z,Finalized,64,157,,,fc4fcd00-8eee-43e5-b77f-bbd0c1669744,2018-01-09T13:47:00Z,
4016,False,CAL FIRE / Butte County Fire,,2017,True,/incidents/2017/8/29/ponderosa-fire/,"All evacuations orders and warnings have been lifted as well as road closures.
When entering the area, please be cautious of emergency equipment and personnel as they
are operating in and around the area. Check the roof and exterior areas for sparks and
embers as well as the attic and throughout the house for hidden burning sparks and embers.",,Butte,4,,,,2018-08-30T15:27:00Z,,False,True,,,2,39.57701,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",-121.30209,False,Ponderosa Fire,100,,True,"The Ponderosa Fire started August 29 2017 near Ponderosa way and Lumpkin road, 2 miles NW of Forbestown (Butte County) and burned 4,016 acres. It was 100% contained on September 9, 2017.","Ponderosa Fire, Butte County, August 29 2017, Ponderosa way, Lumpkin road, Forbestown ",2017-08-29T13:16:00Z,Finalized,,54,,,7c9253af-4c43-41bb-b1de-44af15e0d83e,2018-08-30T15:27:00Z,
3874,False,CAL FIRE Riverside Unit,,2017,True,/incidents/2017/9/2/palmer-fire/,,San Timoteo Canyon Road CLOSED from Live Oak Road to Palmer Road,Riverside,33,8,2,34,2018-01-09T12:50:00Z,,False,True,,2,,33.97471,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",-117.09984,True,Palmer Fire,100,,True,"The Palmer fire started September 2 2017 off San Timoteo Canyon Road and Fisherman's Retreat, Beaumont (Riverside County) and burned 3,874 acres.","Palmer Fire, September 2 2017, San Timoteo, Canyon Road, Fisherman's Retreat, Beaumont, Riverside County",2017-09-02T13:33:00Z,Finalized,,,,,cfa04438-152b-4f4b-a712-4343af8c7fcf,2018-01-09T12:50:00Z,1
3142,False,Six Rivers National Forest,,2017,False,/incidents/2017/8/7/young-fire/,,,Siskiyou,47,,,,2018-01-09T12:26:00Z,,False,True,,,,41.853,"Siskiyou Wilderness, Six Rivers NF",-123.676,False,Young Fire,100,,True,"The Young fire started on August 7, 2017 in the Siskiyou Wilderness of the Six Rivers National Forest. ","Young Fire, Six Rivers National Forest, Siskiyou County, August 7, 2017",2017-08-07T17:45:00Z,Finalized,,,,,687e2987-2306-477b-bbaf-0d5465eb1e7c,2018-01-09T12:26:00Z,
2940,False,Kern County Fire Department,,2017,True,/incidents/2017/7/7/hawk-fire/,,,Kern,15,,,,2018-01-09T11:46:00Z,,False,True,,,,35.77896,"Hwy 155, north of Bakersfield",-118.89627,False,Hawk Fire,100,,True,"The Hawk Fire started on June 7, 2017 off Hwy 155, north of Bakersfield (Kern County) and burned 2,940 acres.","Hawk Fire, Kern County, Highway 155, north of Bakersfield, July 2017",2017-07-07T09:18:00Z,Finalized,,,,,1652d79a-f4fc-4151-a0d1-1b7366730f47,2018-01-09T11:46:00Z,
2662,False,CAL FIRE Riverside / USFS / Orange County Fire Authority / Anaheim Fire / Corona Fire Department,,2017,True,/incidents/2017/9/25/canyon-fire/,,,Orange,30,,,,2018-03-28T11:36:00Z,,False,True,,,,33.8668,"CA-91 and Cole Canyon, City of Anaheim",-117.68598,False,Canyon Fire,100,,True,"The Canyon Fire started on September 25, 2017 off CA-91 and Cole Canyon, City of Anaheim in Orange County and burned 2,662 acres.","Canyon Fire, Orange County, Anaheim City, September 25, 2017",2017-09-25T13:03:00Z,Finalized,,,,,0176a674-c102-4854-92af-7d09aa3e1430,2018-03-28T11:36:00Z,
2575,False,Plumas National Forest ,,2017,False,/incidents/2017/9/5/eureka-fire/,,,Plumas,32,,,,2018-01-09T13:18:00Z,,False,True,,,,39.75312,McRae Meadows,-120.75485,False,Eureka Fire,100,,True,"The Eureka Fire started on September 5, 2017, near McRae Meadows (Plumas County). ","Eureka Fire, September 2017, Plumas National Forest, Vegetation Fire, Plumas County",2017-09-05T18:38:00Z,Finalized,,,,,47988f74-d4bd-4ddd-814e-22ebc2ca5ccf,2018-01-09T13:18:00Z,
2312,False,Kings County,,2017,False,/incidents/2017/8/24/i-5-fire/,,,Kings,16,,,,2018-01-09T12:44:00Z,,False,True,,,,36.05187,"off I-5 & Quebec Ave, north of Avenal",-120.05404,False,I-5 Fire,100,,True,"The I-5 Fire started on August 24, 2017 off I-5 & Quebec Ave, south of Avenal (Kings County) and burned 2,312 acres.","I-5 Fire, Kings County, I5, Quebec, Avenal, August 2017",2017-08-24T18:13:00Z,Finalized,,,,,2f2a4afd-06f1-4b57-b3f2-db8e3d9ac05c,2018-01-09T12:44:00Z,
2295,False,Inyo National Forest,,2017,False,/incidents/2017/8/2/indian-fire/,,,Tulare,54,,,,2018-01-09T12:17:00Z,,False,True,,,,36.257,North of Jordan Hot Springs,-118.296,False,Indian Fire,100,,True,"The Indian Fire started on August 2, 2017 north of Jordan Hot Springs in the Inyo National Forest and burned 2,295 acres.","Indian Fire, Inyo National Forest, August 2, 2017, Jordan Hot Springs, Tulare County",2017-08-02T18:00:00Z,Finalized,,,,,345f6faa-9946-418e-8a60-d5cb9efb3af4,2018-01-09T12:17:00Z,
2289,False,CAL FIRE Tulare Unit,,2017,True,/incidents/2017/7/30/roadrunner-fire/,,,Tulare,54,,,,2018-01-09T12:15:00Z,,False,True,,,,36.0226,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",-118.94252,False,Roadrunner Fire,100,,True,"The Roadrunner Fire started July 30 2017 off Road 268 and  East Teapot Dome Ave., 4 miles east of Porterville (Tulare County) and burned 2,289 acres.","Roadrunner Fire, July 30 2017, Road 268, Teapot Dome Ave., Porterville, Tulare County",2017-07-30T17:43:00Z,Finalized,,,,,eff9d678-293f-43aa-96af-c5cf3203b31f,2018-01-09T12:15:00Z,
2269,False,CAL FIRE Sonoma-Lake-Napa Unit ,,2017,True,/incidents/2017/7/6/winters-fire/,"Firefighters have contained the fire and will demobilizing tomorrow morning for reassignment to new incidents.
",All road closures have been lifted.,Yolo,57,4,,10,2018-01-09T11:45:00Z,,False,True,,,4,38.49521,"Hwy 128 and Pleasant View Rd, south west of Winters",-122.0251,True,Winters Fire,100,123,True,"The Winter Fire started July 6, 2017 off Highway 128 and Pleasant View Rd, 3 miles southwest of Winters (Yolo County) and burned 2,269 acres.","Winter Fire, Highway 128, Pleasant View Road, Winter, July  2017, Yolo County",2017-07-06T12:41:00Z,Finalized,,,,,a7509e35-3083-4306-bcce-ebf6d101b62a,2018-01-09T11:45:00Z,1
2207,False,CAL FIRE Sonoma-Lake-Napa Unit,,2017,True,/incidents/2017/10/8/sulphur-fire-mendocino-lake-complex/,"<p><a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/20171115_SulphurFireWERT.pdf"" target=""_blank"">State's Post Fire Watershed Emergency Response Report</a> 
<p>Fire personnel will remain at scene working to extinguish hot spots and improve containment lines. Damage assessment has been completed. Fire suppression repair continues to minimize
the effects of the fire’s damage. 

<p>10/20/17 AM - See the latest <a href="" http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1874_3012.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.

",,Lake,17,,,,2018-02-09T09:29:00Z,,False,True,,,,39.01387,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",-122.64543,True,Sulphur Fire (Mendocino Lake Complex),100,,True,"The Sulphur fire started on October 9, 2017 off Hwy 20 and Sulphur Bank Road, Clearlake Oaks in Lake County. It was contained on October 26.","Sulphur Fire, Lake County, October 9, 2017, Clearlake Oaks, Mendocino Lake Complex",2017-10-08T23:59:00Z,Finalized,8,162,,,0f32c2db-7d28-4cf6-85b8-44b53899c8eb,2018-02-09T09:29:00Z,
2056,False,CAL FIRE San Diego Unit,,2017,True,/incidents/2017/5/20/gate-fire/,Overnight temperatures and a rise in humidity allowed firefighters to make meaningful progress toward complete containment. Fire is primarily burning in grass with some sparse brush. ,All Road Closures are lifted. Please drive with caution.,San Diego,37,,,,2018-01-09T10:06:00Z,,False,True,,,,32.65597,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",-116.80527,True,Gate Fire,100,665,True,"The Gate Fire started on May 20, 2017 off of Hwy 94 and Otay Truck Trail, northwest of Dulzura (San Diego County) and burned 2,056 acres.","Gate Fire, May 2017, Hwy 94 and Otay Truck Trail, northwest of Dulzura, San Diego County",2017-05-20T23:19:00Z,Finalized,,,,,c4d0a25f-02f6-4877-a944-8f5d50bf2335,2018-01-09T10:06:00Z,
1868,False,CAL FIRE Sonoma-Lake-Napa Unit,,2017,True,/incidents/2017/10/9/adobe-fire-central-lnu-complex/,"The Adobe Fire is now a part of the <a href="" http://www.fire.ca.gov/current_incidents/incidentdetails/Index/1868"" target=""_blank"">the Nuns Fire</a>

",,Sonoma,49,,,,2018-01-09T13:33:00Z,,False,True,,,,0.0,near Kenwood,0.0,True,Adobe Fire (Central LNU Complex),100,,True,"The Adobe Fire started on October 09, 2017 near Kentwood in Sonoma County. The Adobe Fire burned into <a href="" http://www.fire.ca.gov/current_incidents/incidentdetails/Index/1868"" target=""_blank"">the Nuns Fire</a>.","Adobe Fire, Southern LNU Complex, Central LNU Complex, October 9, 2017, Sonoma County",2017-10-09T01:00:00Z,Finalized,,,,,9a5c9879-2e18-41a4-88d6-2360203dae79,2018-01-09T13:33:00Z,
1816,False,CAL FIRE San Benito-Monterey Unit,,2017,True,/incidents/2017/7/8/parkfield-fire/,,,Monterey,"27,40",,,,2018-01-09T11:50:00Z,,False,True,,,,35.86949,"Vineyard Canyon Rd, west of Parkfield",-120.57894,False,Parkfield Fire,100,,True,"The Parkfield Fire started on July 8, 2017 off Vineyard Canyon Rd, west of Parkfield (Monterey County) and burned 1,816 acres.","Parkfield Fire, Vineyard Canyon Rd, Parkfield, Monterey County, July 2017",2017-07-08T18:30:00Z,Finalized,,,,,a21faf4f-3628-4e24-ac64-8471d9d12560,2018-01-09T11:50:00Z,
1816,False,CAL FIRE San Benito-Monterey Unit,,2017,True,/incidents/2017/7/8/parkfield-fire/,,,San Luis Obispo,"27,40",,,,2018-01-09T11:50:00Z,,False,True,,,,35.86949,"Vineyard Canyon Rd, west of Parkfield",-120.57894,False,Parkfield Fire,100,,True,"The Parkfield Fire started on July 8, 2017 off Vineyard Canyon Rd, west of Parkfield (Monterey County) and burned 1,816 acres.","Parkfield Fire, Vineyard Canyon Rd, Parkfield, Monterey County, July 2017",2017-07-08T18:30:00Z,Finalized,,,,,a21faf4f-3628-4e24-ac64-8471d9d12560,2018-01-09T11:50:00Z,
